name,X,Y,Z,factor,weight,distance.Origin,angle.Factor,is.Factor,count,color,color1
betches,-0.298632408,-0.958677865,-2.553211624,Factor4,14.89069816,2.743562312,26.0200017,0,380,#f6ebcf,0xf6ebcf
targetdoesitagain,-0.469337215,-1.52786588,-0.202329183,Factor3,13.31311304,1.611083072,24.92699784,0,142,#f6ebcf,0xf6ebcf
goop,0.108879069,0.006947239,0.233264948,Factor6,12.15403628,0.257517867,75.3524754,0,134,#f6ebcf,0xf6ebcf
whole30recipes,-0.800982561,-1.817077308,-0.305036105,Factor3,13.76529181,2.00907691,20.39021892,0,147,#f6ebcf,0xf6ebcf
foodnetwork,-0.536321907,-0.365946803,-0.164286361,Factor3,12.23505965,0.669737455,25.6204891,0,165,#f6ebcf,0xf6ebcf
buzzfeedtasty,0.323433286,-0.707619536,-0.258008488,Factor3,11.67590059,0.819696821,66.66769219,0,301,#f6ebcf,0xf6ebcf
chanelofficial,2.543508849,1.978823709,-0.031491608,Factor6,15.80898757,3.222758486,6.430204239,0,156,#f6ebcf,0xf6ebcf
louisvuitton,2.287093188,1.505293601,-0.305422515,Factor6,15.02799621,2.754993102,9.533201174,0,162,#f6ebcf,0xf6ebcf
gucci,2.280361653,1.289244563,-0.188152848,Factor6,14.89645415,2.626328674,13.27955296,0,125,#f6ebcf,0xf6ebcf
snoopdogg,1.986316509,-0.702135934,0.401890294,Factor5,13.44976115,2.144752655,20.21220286,0,193,#f6ebcf,0xf6ebcf
patagonia,-0.841671054,0.507622365,-0.860490465,Factor6,11.25128274,1.306343932,98.85325053,0,123,#f6ebcf,0xf6ebcf
jenniferaniston,-1.555904667,0.654154512,0.662992004,Factor2,13.96141481,1.813371406,10.91052702,0,601,#f6ebcf,0xf6ebcf
banksy,0.261408884,1.333251624,-0.306709335,Factor6,11.1392855,1.392826304,36.54166497,0,126,#f6ebcf,0xf6ebcf
emilia_clarke,-1.602460356,1.879525787,0.370098357,Factor2,14.19020582,2.497492577,22.77115365,0,224,#f6ebcf,0xf6ebcf
iamtabithabrown,0.609710688,-0.989623736,0.336321249,Factor5,12.29374692,1.210047207,22.5392944,0,161,#f6ebcf,0xf6ebcf
officiallymcconaughey,-0.924884082,0.426464513,0.324105575,Factor2,12.76964319,1.068796973,11.59560423,0,158,#f6ebcf,0xf6ebcf
jessicabiel,-2.479047978,-0.23236154,0.906347491,Factor2,14.6833271,2.64974273,36.38495277,0,197,#f6ebcf,0xf6ebcf
apartmenttherapy,0.621811448,-0.361147683,-0.485684279,Factor6,12.15227994,0.867736334,73.23418047,0,145,#f6ebcf,0xf6ebcf
tanfrance,0.63309225,2.910661627,2.123786379,Factor9,18.63260231,3.658309102,1.896825396,0,165,#f6ebcf,0xf6ebcf
npr,0.153742753,0.161715908,-0.256874385,Factor6,12.25672944,0.340254785,44.40461564,0,164,#f6ebcf,0xf6ebcf
trevornoah,0.242820557,-0.269937734,0.037975364,Factor5,13.00769981,0.365062093,21.34962618,0,131,#f6ebcf,0xf6ebcf
nytimes,1.039398234,0.675086514,-0.402292794,Factor6,13.87340747,1.303046424,16.34938806,0,253,#f6ebcf,0xf6ebcf
aoc,1.008609605,0.167286233,0.316922967,Factor5,12.52538736,1.070382262,42.64584138,0,216,#f6ebcf,0xf6ebcf
joannagaines,-2.765226168,-2.510853644,0.966791979,Factor3,15.97099906,3.85817943,12.88324069,0,475,#f6ebcf,0xf6ebcf
jvn,1.136334261,2.701380249,1.896819346,Factor9,18.48922721,3.490936039,7.386616422,0,250,#f6ebcf,0xf6ebcf
jsimsfit,0.334628523,-0.410953162,-0.392041167,Factor8,14.43034787,0.659207878,16.56744646,0,211,#392c2c,0x392c2c
bravoandy,1.066477962,2.245326036,0.07172698,Factor7,15.93423198,2.486766779,6.630323333,0,226,#f6ebcf,0xf6ebcf
hannahcorbinnyc,0.281841987,-0.045374176,-0.373255486,Factor8,15.07678364,0.469907841,17.03147051,0,127,#392c2c,0x392c2c
scarymommy,-0.969210094,-1.114406477,0.019481241,Factor3,12.45825227,1.477040799,4.934987552,0,135,#f6ebcf,0xf6ebcf
denis__morton,-0.044632498,0.388665655,-0.434679242,Factor8,14.01794513,0.584806887,77.29158936,0,125,#392c2c,0x392c2c
leannehainsby,0.241334763,0.435230355,-0.260238414,Factor8,15.05282967,0.561597686,72.83416534,0,172,#392c2c,0x392c2c
fitxkendall,0.008287242,-0.217707061,-0.82222161,Factor8,15.8673533,0.850595919,39.36804209,0,235,#392c2c,0x392c2c
jesskingnyc,0.687668669,-0.015215636,-0.412683295,Factor8,16.07402386,0.80213915,27.00692985,0,182,#392c2c,0x392c2c
tune2tunde,1.343325731,-0.270020979,-0.255488728,Factor8,16.09506697,1.393811264,37.63131816,0,285,#392c2c,0x392c2c
emmalovewell,-0.075717287,-0.291382768,-0.553899375,Factor8,16.74689452,0.630429649,44.80321105,0,289,#392c2c,0x392c2c
codyrigsby,0.058309838,0.431730345,-0.41711827,Factor8,15.21750139,0.603140762,74.26648299,0,504,#392c2c,0x392c2c
natgeotravel,-0.183415067,1.034640144,-0.722026219,Factor6,13.23204774,1.274928694,60.60576464,0,260,#f6ebcf,0xf6ebcf
jennifer.garner,-2.018109701,0.014902836,1.486369845,Factor2,13.97599205,2.506448519,30.34723844,0,298,#f6ebcf,0xf6ebcf
selenagomez,0.507411554,-1.617062921,1.1831622,Factor1,15.55467309,2.066937775,42.73457798,0,320,#f6ebcf,0xf6ebcf
cristiano,1.44430094,-0.394837875,0.60512056,Factor1,13.32403174,1.614952955,11.48282212,0,184,#f6ebcf,0xf6ebcf
gigihadid,2.013653888,1.128019082,0.301713551,Factor1,14.87252737,2.327715639,56.02588039,0,262,#f6ebcf,0xf6ebcf
fallontonight,-1.081550262,0.21477159,0.93859598,Factor2,13.24911515,1.448047036,23.85306511,0,161,#f6ebcf,0xf6ebcf
cnn,0.439321624,0.186272437,-0.347252506,Factor6,12.59853006,0.590156939,36.23486507,0,129,#f6ebcf,0xf6ebcf
nike,0.560174938,-0.581259969,0.000425718,Factor5,11.51474003,0.80725417,25.75292891,0,270,#f6ebcf,0xf6ebcf
victoriassecret,0.536648748,-0.309849654,0.08484389,Factor1,13.2544845,0.625457571,11.97374127,0,122,#f6ebcf,0xf6ebcf
lululemon,-0.894470492,-1.325095251,-0.550719377,Factor3,13.25720266,1.690930725,24.60618574,0,279,#f6ebcf,0xf6ebcf
starbucks,-0.728751412,-1.193385618,0.024660725,Factor3,12.88422101,1.398519218,8.429733867,0,181,#f6ebcf,0xf6ebcf
disney,-0.619855684,0.136769591,0.355779115,Factor2,11.63832702,0.72767147,19.24971369,0,135,#f6ebcf,0xf6ebcf
gq,1.12275222,0.489883547,0.11924516,Factor1,11.67095817,1.230763115,51.33050453,0,127,#f6ebcf,0xf6ebcf
nbcsnl,-0.41718018,0.305766333,0.551333365,Factor2,12.14560639,0.755976741,21.25360098,0,151,#f6ebcf,0xf6ebcf
nfl,0.145557593,-0.571118261,-0.038003772,Factor1,11.57214095,0.59059916,52.92864692,0,170,#f6ebcf,0xf6ebcf
sir_twitch_alot,-0.64827213,-0.110708962,0.911365073,Factor2,12.00101193,1.123877007,42.78335574,0,127,#f6ebcf,0xf6ebcf
nickiminaj,2.117051573,-1.285645842,1.071962812,Factor1,14.42956368,2.698869553,5.411965361,0,154,#f6ebcf,0xf6ebcf
theellenshow,-1.044614122,-1.299083463,1.098914912,Factor3,12.68644528,1.99660975,28.24305078,0,708,#f6ebcf,0xf6ebcf
margotrobbie,-0.798401437,1.731750841,-0.110245482,Factor2,13.39438415,1.910120388,42.04953528,0,134,#f6ebcf,0xf6ebcf
thetinderblog,-0.328786795,0.422499689,-3.008205778,Factor4,15.60274522,3.055471935,3.469978064,0,217,#f6ebcf,0xf6ebcf
pubity,0.135437799,0.613807973,-3.232665726,Factor4,15.58383195,3.293209881,8.156154399,0,234,#f6ebcf,0xf6ebcf
thegoodquote,0.664136173,-0.536749606,-1.08233208,Factor4,11.88593654,1.378629655,44.6934243,0,163,#f6ebcf,0xf6ebcf
influencersinthewild,-0.376003184,0.466298804,-1.559369165,Factor4,13.12829022,1.670462559,14.39136489,0,191,#f6ebcf,0xf6ebcf
mytherapistsays,-0.346628744,-0.685301283,-2.368822928,Factor4,14.68750492,2.490203084,21.84766808,0,325,#f6ebcf,0xf6ebcf
shitheadsteve,-0.09188985,0.734019326,-2.880688073,Factor4,15.46292839,2.974153978,9.088767815,0,172,#f6ebcf,0xf6ebcf
vodkalana,0.131462851,0.827382445,-2.57248716,Factor4,14.51707269,2.705463801,14.04489843,0,141,#f6ebcf,0xf6ebcf
circleofidiots,-0.426249727,0.60869912,-3.023738226,Factor4,15.61109845,3.113711018,7.165963515,0,171,#f6ebcf,0xf6ebcf
daddyissues_,-0.194992257,0.044853075,-2.60931874,Factor4,14.59831437,2.616978805,4.457621307,0,128,#f6ebcf,0xf6ebcf
moistbuddha,0.079816221,1.043464814,-3.235417968,Factor4,15.6959518,3.400458627,13.4696793,0,158,#f6ebcf,0xf6ebcf
crazybitchprobs,-0.322859709,0.304229528,-3.15725311,Factor4,15.98985664,3.188266174,1.985414012,0,277,#f6ebcf,0xf6ebcf
animalsdoingthings,-0.448339131,0.96917869,-2.052102792,Factor4,13.80183225,2.313318218,20.99140863,0,160,#f6ebcf,0xf6ebcf
drunkbetch,-0.202282628,0.239722643,-3.302702408,Factor4,16.15917321,3.317563625,1.319683106,0,234,#f6ebcf,0xf6ebcf
no.fucksgiiven,-0.352355424,0.317905411,-2.842626809,Factor4,15.22072618,2.881969009,3.331727361,0,137,#f6ebcf,0xf6ebcf
michaelbjordan,0.424694183,-0.305664655,0.611271132,Factor5,13.03904942,0.804641801,25.67207445,0,126,#f6ebcf,0xf6ebcf
insta.single,-0.083759091,0.347916851,-3.851217637,Factor4,16.95282757,3.867808037,2.601002615,0,320,#f6ebcf,0xf6ebcf
tombrady,-0.593525504,0.344207162,-0.782829076,Factor2,11.89995287,1.040947864,74.50316522,0,145,#f6ebcf,0xf6ebcf
ladygaga,0.429824288,1.688002759,1.134871562,Factor2,12.91579464,2.078950624,60.75666026,0,314,#f6ebcf,0xf6ebcf
